Count;Season;gameId;Result;X;Y
1406;nhl06.json;422;lose;38.0;32.0
1408;nhl06.json;424;lose;30.0;34.0
1409;nhl06.json;425;lose;18.0;18.0
1412;nhl06.json;428;lose;20.0;30.0
1416;nhl06.json;432;lose;30.0;50.0
1418;nhl06.json;434;lose;31.0;32.0
1428;nhl06.json;444;lose;18.0;27.0
1429;nhl06.json;445;lose;36.0;46.0
1430;nhl06.json;446;lose;38.0;31.0
1431;nhl06.json;447;lose;20.0;36.0
1435;nhl06.json;451;lose;40.0;22.0
1437;nhl06.json;453;lose;26.0;44.0
1438;nhl06.json;454;lose;26.0;52.0
1441;nhl06.json;457;lose;41.0;54.0
1443;nhl06.json;459;lose;29.0;38.0
1450;nhl06.json;466;lose;40.0;38.0
1451;nhl06.json;467;lose;46.0;26.0
1455;nhl06.json;471;lose;34.0;33.0
1456;nhl06.json;472;lose;32.0;26.0
1458;nhl06.json;474;lose;36.0;40.0
1459;nhl06.json;475;lose;25.0;29.0
1463;nhl06.json;479;lose;50.0;33.0
1464;nhl06.json;480;lose;25.0;33.0
1466;nhl06.json;482;lose;30.0;34.0
1472;nhl06.json;488;lose;40.0;36.0
1475;nhl06.json;491;lose;37.0;30.0
1476;nhl06.json;492;lose;35.0;20.0
1477;nhl06.json;493;lose;20.0;36.0
1480;nhl06.json;496;lose;36.0;34.0
1481;nhl06.json;497;lose;50.0;43.0
1482;nhl06.json;498;lose;37.0;28.0
1483;nhl06.json;499;lose;35.0;32.0
1484;nhl06.json;500;lose;40.0;35.0
1485;nhl06.json;501;lose;29.0;35.0
1487;nhl06.json;503;lose;33.0;47.0
1490;nhl06.json;506;lose;25.0;36.0
1493;nhl06.json;509;lose;48.0;42.0
1494;nhl06.json;510;lose;49.0;50.0
1496;nhl06.json;512;lose;35.0;32.0
1498;nhl06.json;514;lose;37.0;39.0
1507;nhl06.json;523;lose;20.0;35.0
1515;nhl06.json;531;lose;37.0;37.0
1518;nhl06.json;534;lose;37.0;35.0
1523;nhl06.json;539;lose;50.0;60.0
1529;nhl06.json;545;lose;36.0;50.0
1531;nhl06.json;547;lose;39.0;47.0
1532;nhl06.json;548;lose;38.0;46.0
1536;nhl06.json;552;lose;38.0;31.0
1537;nhl06.json;553;lose;31.0;49.0
1539;nhl06.json;555;lose;36.0;20.0
1540;nhl06.json;556;lose;50.0;28.0
1543;nhl06.json;559;lose;37.0;39.0
